0.0,7,54.730952380953354
0.0,10,65.86194444444536
0.0,9,37.25895061728569
0.0,9,56.81944444444824
0.0,7,76.27261904761939
0.0,13,59.260683760689986
0.0,9,73.84104938271759
0.0,19,65.9423976608196
0.0,4,53.51597222222203
0.0,6,68.94305555555623
0.0,13,51.00021367521579
0.0,11,52.54040404040543
0.0,14,65.07916666666726
0.0,13,55.64401709401797
0.0,13,64.26623931624069
0.0,5,62.04222222222453
0.0,10,39.947777777781596
0.0,16,45.57498421717543
0.0,14,63.77797619047701
0.0,10,57.66638888888988
0.1,4,36.33333333333523
0.1,19,48.62397660818832
0.1,13,74.70940170940233
0.1,13,47.13525641025808
0.1,19,37.82485380117346
0.1,20,58.501309523810505
0.1,8,33.16597222222573
0.1,7,81.30039682539805
0.1,13,60.390811965815956
0.1,10,81.64166666666833
0.1,13,54.30448717948916
0.1,16,54.271701388890286
0.1,7,87.60793650793867
0.1,17,61.45784313725624
0.1,15,66.86185185185478
0.1,9,53.78611111111323
0.1,9,60.59012345679058
0.1,7,66.06150793650862
0.1,12,43.30949074074178
0.1,12,65.45370370370678
0.2,13,79.99145299145422
0.2,11,81.40227272727412
0.2,14,59.09246031746187
0.2,13,69.87072649572912
0.2,18,51.63564814815009
0.2,13,53.212820512823605
0.2,12,75.72615740740832
0.2,16,70.83958333333379
0.2,12,59.82476851851991
0.2,16,47.53420138889158
0.2,9,91.66450617283982
0.2,11,64.81237373737312
0.2,13,68.94145299145538
0.2,9,68.33950617284124
0.2,9,69.96512345679187
0.2,18,53.12283950617509
0.2,19,80.32368421052793
0.2,10,58.910833333334566
0.2,15,48.4666666666693
0.2,11,47.143939393940656
0.3,20,51.65250000000024
0.3,12,84.5074074074076
0.3,12,64.40879629629701
0.3,15,69.0520899470908
0.3,17,80.32091503268165
0.3,12,38.789583333335706
0.3,15,85.66382154882363
0.3,19,51.70921052631664
0.3,20,100.90416666666724
0.3,16,64.75486111111213
0.3,13,68.93461538461636
0.3,13,73.66901709401802
0.3,16,92.58390151515131
0.3,12,74.91610449735369
0.3,19,44.16959064327522
0.3,18,81.7307824981855
