0.0,0,14,41.27519841269923
0.0,0,13,53.8841880341882
0.0,0,7,69.73769841269912
0.0,0,6,72.42453703703728
0.0,0,6,56.950925925926896
0.0,0,13,53.58269230769282
0.0,0,11,35.17702020202147
0.0,0,11,43.63863636363758
0.0,0,11,56.47601010101111
0.0,0,17,56.36356209150423
0.0,2.5,7,44.46111111111228
0.0,2.5,8,78.25625000000048
0.0,2.5,7,75.60198412698472
0.0,2.5,8,46.28368055555572
0.0,2.5,11,64.87525252525326
0.0,2.5,13,33.08482905983057
0.0,2.5,7,58.14960317460416
0.0,2.5,8,61.63888888888971
0.0,2.5,3,47.63981481481585
0.0,2.5,12,51.08449074074266
0.0,5.0,5,73.68833333333392
0.0,5.0,10,50.67611111111295
0.0,5.0,10,42.50638888889014
0.0,5.0,11,45.08333333333467
0.0,5.0,8,51.822222222223886
0.0,5.0,6,54.810648148149596
0.0,5.0,9,46.930246913581435
0.0,5.0,5,69.57722222222294
0.0,5.0,10,48.750833333334484
0.0,5.0,7,70.07420634920815
0.0,7.5,9,60.40586419753207
0.0,7.5,12,49.108333333334876
0.0,7.5,5,46.419444444445716
0.0,7.5,7,46.326587301588496
0.0,7.5,6,60.37870370370651
0.0,7.5,9,39.03765432098932
0.0,7.5,10,56.846111111112194
0.0,7.5,10,47.15638888889248
0.0,7.5,7,70.33095238095314
0.0,7.5,4,55.13888888888991
0.0,10,5,49.44611111111432
0.0,10,6,43.01620370370606
0.0,10,9,49.93734567901264
0.0,10,5,63.79333333333419
0.0,10,6,69.44490740741008
0.0,10,4,35.498611111115935
0.0,10,4,72.61805555555625
0.0,10,5,71.05055555555688
0.0,10,3,61.669444444445304
0.0,10,8,54.27048611111208
0.25,0,14,64.29920634920654
0.25,0,15,71.27981481481473
0.25,0,12,92.27430555555573
0.25,0,14,73.73630952381033
0.25,0,15,76.61283068783133
0.25,0,9,65.19907407407587
0.25,0,17,44.03856209150432
0.25,0,18,64.28132716049463
0.25,0,11,92.91666666666681
0.25,0,14,77.84623015872911
0.25,2.5,13,74.40576923077103
0.25,2.5,16,53.733159722223334
0.25,2.5,7,61.86507936508023
0.25,2.5,10,77.60361111111166
0.25,2.5,12,74.6907407407405
0.25,2.5,9,74.45718694885537
0.25,2.5,9,73.36111111111182
0.25,2.5,12,65.91851851851997
0.25,2.5,18,58.68040123456822
0.25,2.5,11,85.50378787878823
0.25,5,10,80.07750000000102
0.25,5,10,76.28722222222292
0.25,5,9,71.30925925925993
0.25,5,14,73.90436507936627
0.25,5,13,65.95598290598579
0.25,5,11,61.196717171718255
0.25,5,11,80.89635642135713
0.25,5,12,86.20578703703738
0.25,5,11,74.11017316017437
0.25,5,10,67.1972222222232
0.25,7.5,12,36.65879629629881
0.25,7.5,7,91.14087301587321
0.25,7.5,7,84.53492063492101
0.25,7.5,18,52.212345679013445
0.25,7.5,11,70.34898989899047
0.25,7.5,8,93.02083333333348
0.25,7.5,13,78.69636752136809
0.25,7.5,10,59.72166666666859
0.25,7.5,10,76.04027777777986
0.25,7.5,10,70.18055555555624
0.25,10,5,58.48111111111208
0.25,10,8,53.883333333333525
0.25,10,7,55.07142857142982
0.25,10,10,58.186944444445444
0.25,10,4,63.20833333333738
0.25,10,6,39.52175925926294
0.25,10,7,57.814682539685506
0.25,10,4,57.462500000004596
0.25,10,5,69.59611111111192
0.25,10,5,59.891666666670595
0.5,0,16,67.78090277777795
0.5,0,18,74.29310303893672
0.5,0,15,60.750117845118794
0.5,0,15,98.19444444444449
0.5,0,17,83.50669934640523
0.5,0,16,87.14079861111136
0.5,0,17,84.25833333333352
0.5,0,11,99.09090909090914
0.5,0,17,79.93202614379128
0.5,0,15,84.86111111111151
0.5,2.5,17,75.214215686275
0.5,2.5,18,68.08055555555634
0.5,2.5,14,94.57837301587315
0.5,2.5,13,84.87649572649613
0.5,2.5,19,84.28715699505216
0.5,2.5,17,65.99405822935341
0.5,2.5,16,81.52763087606886
0.5,2.5,14,84.69523809523844
0.5,2.5,17,74.68758169934651
0.5,2.5,17,87.60032679738593
0.5,5,17,62.51960784313854
0.5,5,17,73.85310457516476
0.5,5,19,49.66023391813048
0.5,5,16,82.3491319444465
0.5,5,13,66.82692307692383
0.5,5,17,28.519281045753278
0.5,5,18,74.4564814814829
0.5,5,16,80.6143465909096
0.5,5,19,75.69797570850297
0.5,5,15,58.74055555555658
0.5,7.5,15,84.341666666667
0.5,7.5,17,71.3707516339883
0.5,7.5,13,90.10448717948739
0.5,7.5,16,73.45017361111302
0.5,7.5,18,37.493209876544334
0.5,7.5,13,65.45192307692479
0.5,7.5,17,56.81108597285237
0.5,7.5,14,84.12296176046344
0.5,7.5,15,78.58240740740789
0.5,7.5,17,45.27009803921746
0.5,10,4,66.49513888888961
0.5,10,6,78.58101851852145
0.5,10,4,38.47291666667148
0.5,10,5,45.43722222222343
0.5,10,6,67.31111111111186
0.5,10,5,75.56944444444677
0.5,10,5,63.375555555556026
0.5,10,7,62.39047619047725
0.5,10,2,88.92361111111137
0.5,10,5,42.99944444444621
0.75,0,19,84.88741830065415
0.75,0,16,43.888888888890165
0.75,0,17,94.09758746635933
0.75,0,19,92.51228070175462
0.75,0,20,85.29086601307233
0.75,0,20,90.85958333333352
0.75,0,19,88.81944444444473
0.75,0,20,92.84777777777781
0.75,0,19,91.790643274854
0.75,0,18,87.53155410312309
0.75,2.5,19,76.72353801169653
0.75,2.5,17,79.9223856209155
0.75,2.5,20,88.06937091503315
0.75,2.5,19,78.38391812865544
0.75,2.5,19,89.14970760233975
0.75,2.5,20,85.40631535947759
0.75,2.5,20,70.66419934640598
0.75,2.5,17,72.0702614379105
0.75,2.5,20,89.21527777777803
0.75,2.5,17,87.75555555555586
0.75,5,19,61.20409356725281
0.75,5,17,81.30457516340017
0.75,5,17,89.03415032679767
0.75,5,18,75.44799382716107
0.75,5,19,79.77082903336824
0.75,5,20,65.8317728758187
0.75,5,20,69.64603758170014
0.75,5,18,83.13935185185267
0.75,5,18,94.093364197531
0.75,5,20,74.52225490196221
0.75,7.5,18,56.890895061730006
0.75,7.5,20,51.7122549019619
0.75,7.5,18,64.95663580247059
0.75,7.5,20,85.01249183006594
0.75,7.5,20,54.22125000000095
0.75,7.5,20,70.96031045751855
